age,sex,race,marital_status,relationship,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,country_name,target
51, Female, White, Never-married, Not-in-family,24344, Assoc-acdm, Private, Adm-clerical,0,0,40, United-States,0
45, Male, White, Married-civ-spouse, Husband,178319, Doctorate, Private, Prof-specialty,7688,0,50, United-States,1
60, Male, White, Married-civ-spouse, Husband,250552, HS-grad, Private, Other-service,0,0,40, United-States,1
18, Female, White, Never-married, Own-child,301762, HS-grad, Private, Adm-clerical,0,0,25, United-States,0
65, Male, White, Widowed, Unmarried,273569, HS-grad, ?, ?,0,0,40, United-States,0
31, Female, Black, Married-civ-spouse, Wife,298995, HS-grad, Private, Other-service,0,0,35, United-States,0
49, Female, White, Divorced, Not-in-family,199763, Some-college, Private, Machine-op-inspct,0,0,35, United-States,0
47, Female, White, Divorced, Not-in-family,27067, HS-grad, Federal-gov, Adm-clerical,0,0,40, United-States,0
51, Male, White, Widowed, Not-in-family,263836, HS-grad, Private, Handlers-cleaners,0,0,30, United-States,0
21, Female, White, Never-married, Own-child,240517, Some-college, Private, Machine-op-inspct,0,0,70, United-States,0
28, Male, Black, Married-civ-spouse, Husband,199566, Bachelors, Private, Other-service,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,145441, Bachelors, Private, Exec-managerial,0,0,38, United-States,1
33, Male, White, Married-civ-spouse, Husband,80945, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
35, Male, White, Divorced, Not-in-family,80479, Assoc-voc, Private, Sales,0,0,40, United-States,0
47, Male, White, Married-civ-spouse, Husband,31339, Some-college, Federal-gov, Adm-clerical,0,0,40, United-States,0
67, Male, White, Married-civ-spouse, Husband,182581, Some-college, Self-emp-inc, Exec-managerial,20051,0,20, United-States,1
25, Female, Black, Married-spouse-absent, Own-child,189775, Some-college, Private, Adm-clerical,0,0,20, United-States,0
30, Male, White, Married-civ-spouse, Husband,79303, Assoc-voc, Self-emp-not-inc, Farming-fishing,0,0,60, United-States,0
44, Female, White, Divorced, Unmarried,150171, HS-grad, Local-gov, Adm-clerical,0,0,40, United-States,0
36, Female, Black, Never-married, Not-in-family,131414, Some-college, Private, Sales,0,0,36, United-States,0
43, Male, Black, Never-married, Not-in-family,105188, HS-grad, Private, Other-service,0,0,40, Haiti,0
20, Female, Black, Never-married, Own-child,234474, Some-college, Private, Sales,0,0,20, United-States,0
21, Female, White, Never-married, Own-child,34918, HS-grad, Private, Sales,0,0,30, United-States,0
76, Male, White, Married-civ-spouse, Husband,178665, 9th, Local-gov, Other-service,0,0,30, United-States,0
48, Male, White, Divorced, Not-in-family,170142, Masters, State-gov, Prof-specialty,0,0,40, United-States,1
32, Female, Black, Never-married, Own-child,227669, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
24, Female, White, Married-civ-spouse, Wife,456460, Assoc-acdm, Private, Adm-clerical,0,0,40, United-States,0
21, Male, White, Never-married, Own-child,196827, Assoc-acdm, State-gov, Tech-support,0,0,10, United-States,0
33, Male, White, Married-civ-spouse, Husband,186824, Assoc-voc, Private, Sales,0,0,40, United-States,0
26, Male, White, Married-civ-spouse, Husband,262617, HS-grad, Private, Craft-repair,0,0,48, United-States,0
48, Female, White, Widowed, Unmarried,162236, Masters, Self-emp-not-inc, Exec-managerial,0,0,40, ?,1
17, Female, White, Never-married, Own-child,187308, 10th, Private, Other-service,0,0,15, United-States,0
73, Female, White, Never-married, Other-relative,45784, Some-college, Local-gov, Prof-specialty,0,0,11, United-States,0
47, Male, White, Married-civ-spouse, Husband,102583, HS-grad, Private, Sales,0,0,30, United-States,1
26, Male, Black, Never-married, Own-child,209942, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,126569, HS-grad, State-gov, Craft-repair,7298,0,40, United-States,1
48, Male, White, Married-civ-spouse, Husband,227714, Bachelors, Private, Sales,0,0,60, United-States,0
19, Male, White, Never-married, Own-child,52372, Some-college, Private, Other-service,0,0,20, United-States,0
58, Female, White, Divorced, Not-in-family,261230, Some-college, Self-emp-not-inc, Prof-specialty,0,0,40, United-States,0
39, Male, White, Divorced, Not-in-family,166497, HS-grad, Local-gov, Handlers-cleaners,0,0,40, United-States,1
60, Male, White, Married-civ-spouse, Husband,389254, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
19, Female, White, Never-married, Own-child,25429, Some-college, Private, Adm-clerical,0,0,16, United-States,0
29, Male, White, Married-civ-spouse, Husband,134566, Masters, Private, Sales,0,0,20, United-States,0
32, Male, White, Married-civ-spouse, Husband,158438, Some-college, Private, Exec-managerial,0,0,60, United-States,1
42, Female, White, Married-civ-spouse, Wife,112181, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
38, Male, White, Never-married, Not-in-family,329980, Bachelors, Private, Exec-managerial,0,0,55, United-States,0
17, Male, White, Never-married, Own-child,192387, 9th, Local-gov, Other-service,0,0,45, United-States,0
30, Male, White, Never-married, Not-in-family,33308, HS-grad, Self-emp-not-inc, Craft-repair,0,0,40, United-States,0
39, Male, Black, Separated, Not-in-family,393480, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
24, Male, White, Never-married, Own-child,357028, Some-college, Private, Exec-managerial,0,0,40, United-States,0
24, Male, White, Married-civ-spouse, Husband,186213, Some-college, Private, Tech-support,0,0,50, United-States,1
38, Male, White, Never-married, Not-in-family,108140, Bachelors, Private, Exec-managerial,2202,0,45, United-States,0
43, Male, White, Married-civ-spouse, Husband,177905, HS-grad, Private, Handlers-cleaners,3908,0,40, United-States,0
30, Female, White, Divorced, Not-in-family,149118, HS-grad, Private, Craft-repair,0,0,40, United-States,0
41, Male, White, Married-civ-spouse, Husband,235951, Prof-school, Local-gov, Prof-specialty,0,0,50, United-States,1
36, Male, White, Never-married, Not-in-family,281021, HS-grad, Private, Transport-moving,0,0,45, United-States,0
29, Female, White, Never-married, Not-in-family,107411, Prof-school, Local-gov, Prof-specialty,0,0,70, United-States,0
19, Female, White, Never-married, Not-in-family,203061, Some-college, Private, Tech-support,0,0,25, United-States,0
41, Male, White, Married-civ-spouse, Husband,58124, HS-grad, Private, Other-service,0,0,40, United-States,0
45, Female, White, Divorced, Unmarried,204057, Bachelors, Private, Adm-clerical,0,0,40, Germany,0
57, Male, Black, Married-civ-spouse, Husband,337895, Bachelors, Federal-gov, Prof-specialty,0,0,40, United-States,1
27, Female, White, Never-married, Other-relative,177955, 5th-6th, Private, Priv-house-serv,2176,0,40, El-Salvador,0
21, Male, White, Never-married, Own-child,164922, Some-college, State-gov, Handlers-cleaners,0,0,40, United-States,0
27, Male, White, Never-married, Own-child,214858, Bachelors, Private, Sales,0,0,40, United-States,0
37, Male, Black, Separated, Not-in-family,59313, Some-college, Private, Other-service,0,0,40, ?,0
44, Male, Black, Separated, Not-in-family,199551, 11th, State-gov, Tech-support,0,0,40, United-States,0
23, Male, White, Married-civ-spouse, Husband,436798, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
26, Female, White, Never-married, Other-relative,303973, HS-grad, Private, Priv-house-serv,0,1602,15, Mexico,0
22, Male, White, Married-civ-spouse, Husband,136767, HS-grad, Private, Craft-repair,0,0,30, United-States,0
47, Male, White, Divorced, Unmarried,190072, Some-college, Private, Sales,0,0,50, United-States,0
50, Male, White, Married-civ-spouse, Husband,200960, Some-college, Private, Sales,0,0,50, United-States,0
31, Male, White, Never-married, Not-in-family,248653, 1st-4th, Private, Handlers-cleaners,0,0,37, Mexico,0
27, Female, Black, Never-married, Own-child,261375, Bachelors, Private, Adm-clerical,0,0,40, United-States,0
27, Male, White, Married-civ-spouse, Husband,106721, HS-grad, State-gov, Tech-support,0,0,40, United-States,0
34, Male, White, Married-civ-spouse, Husband,164748, HS-grad, Private, Craft-repair,0,0,40, United-States,0
52, Female, White, Married-civ-spouse, Wife,140985, Bachelors, Self-emp-not-inc, Adm-clerical,99999,0,30, United-States,1
45, Male, White, Married-civ-spouse, Husband,167617, Some-college, Private, Other-service,0,0,40, United-States,0
36, Male, Other, Divorced, Not-in-family,208068, Preschool, Private, Other-service,0,0,72, Mexico,0
43, Male, White, Married-civ-spouse, Husband,303051, Assoc-voc, Private, Exec-managerial,15024,0,40, United-States,1
50, Female, White, Divorced, Unmarried,46401, Bachelors, Local-gov, Prof-specialty,0,0,50, United-States,0
41, Male, White, Married-civ-spouse, Husband,373469, Assoc-acdm, Private, Machine-op-inspct,0,0,40, United-States,0
56, Male, White, Married-civ-spouse, Husband,159724, Some-college, Private, Transport-moving,0,0,40, United-States,1
27, Female, Other, Never-married, Not-in-family,282664, Bachelors, Local-gov, Prof-specialty,0,0,45, ?,0
45, Male, White, Divorced, Not-in-family,98475, Bachelors, Private, Exec-managerial,0,0,45, United-States,0
21, Female, White, Never-married, Not-in-family,273403, Assoc-voc, Private, Other-service,0,0,50, United-States,0
49, Female, White, Never-married, Unmarried,371299, HS-grad, Private, Adm-clerical,0,0,35, United-States,0
50, Female, White, Married-civ-spouse, Wife,140592, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
21, Male, White, Never-married, Not-in-family,148211, HS-grad, Private, Handlers-cleaners,3674,0,50, United-States,0
40, Male, White, Married-civ-spouse, Husband,236021, Some-college, Private, Transport-moving,0,0,40, United-States,0
58, Male, Black, Married-civ-spouse, Husband,400285, HS-grad, State-gov, Adm-clerical,0,0,40, United-States,1
51, Male, White, Married-civ-spouse, Husband,90363, Some-college, Private, Adm-clerical,15024,0,40, United-States,1
67, Female, Black, Married-civ-spouse, Wife,228200, HS-grad, Private, Priv-house-serv,0,0,20, United-States,0
31, Female, White, Divorced, Not-in-family,168906, Bachelors, Private, Exec-managerial,0,0,50, United-States,1
44, Male, White, Divorced, Not-in-family,161240, HS-grad, Federal-gov, Machine-op-inspct,0,0,40, United-States,0
45, Male, White, Divorced, Unmarried,204196, Bachelors, Self-emp-inc, Exec-managerial,0,0,50, United-States,1
17, Male, White, Never-married, Own-child,41979, 10th, Private, Farming-fishing,0,0,40, United-States,0
32, Male, White, Married-civ-spouse, Husband,223212, Preschool, Private, Machine-op-inspct,0,0,40, Mexico,0
45, Female, White, Widowed, Unmarried,102597, HS-grad, Private, Adm-clerical,0,0,35, United-States,0
33, Female, White, Married-civ-spouse, Wife,134886, Bachelors, Self-emp-not-inc, Prof-specialty,0,0,50, United-States,1
40, Female, White, Divorced, Unmarried,59460, Some-college, State-gov, Adm-clerical,0,0,38, United-States,0
40, Male, White, Divorced, Not-in-family,277488, HS-grad, Self-emp-not-inc, Transport-moving,0,0,84, United-States,0
44, Female, Black, Never-married, Unmarried,210527, Some-college, Local-gov, Other-service,0,0,40, United-States,0
52, Male, White, Divorced, Other-relative,177858, HS-grad, Private, Craft-repair,0,0,55, United-States,1
51, Male, White, Married-civ-spouse, Husband,33304, HS-grad, Private, Craft-repair,0,0,40, United-States,0
26, Female, Other, Never-married, Unmarried,261203, 7th-8th, Private, Other-service,0,0,30, ?,0
61, Male, White, Divorced, Not-in-family,156653, HS-grad, Self-emp-inc, Sales,0,0,55, United-States,0
51, Male, White, Married-civ-spouse, Husband,441637, HS-grad, Private, Tech-support,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,241469, 9th, Self-emp-not-inc, Craft-repair,2635,0,30, United-States,0
19, Male, White, Never-married, Own-child,127085, Some-college, State-gov, Other-service,0,0,10, United-States,0
26, Male, White, Married-civ-spouse, Other-relative,163189, Some-college, Local-gov, Other-service,0,0,40, United-States,0
24, Male, White, Never-married, Not-in-family,33088, 11th, Private, Handlers-cleaners,0,0,40, United-States,0
26, Female, Black, Never-married, Unmarried,213081, HS-grad, Private, Adm-clerical,0,0,40, Jamaica,0
66, Male, White, Married-civ-spouse, Husband,299616, Some-college, ?, ?,0,0,40, United-States,0
36, Male, White, Never-married, Not-in-family,177907, Doctorate, Self-emp-not-inc, Prof-specialty,0,0,40, United-States,1
32, Female, Black, Never-married, Not-in-family,206365, HS-grad, Private, Other-service,0,0,40, United-States,0
24, Male, White, Married-civ-spouse, Husband,196816, Bachelors, Private, Prof-specialty,3908,0,40, United-States,0
40, Female, White, Married-spouse-absent, Own-child,174515, HS-grad, Private, Other-service,0,0,40, United-States,0
39, Female, White, Separated, Unmarried,114591, Some-college, Private, Prof-specialty,0,0,40, United-States,0
53, Male, White, Married-civ-spouse, Husband,199720, Doctorate, Federal-gov, Prof-specialty,15024,0,60, Germany,1
49, Female, White, Married-civ-spouse, Wife,309033, Assoc-voc, Private, Prof-specialty,15024,0,60, United-States,1
44, Female, White, Widowed, Unmarried,183542, Bachelors, Private, Prof-specialty,0,0,32, United-States,0
32, Male, White, Married-civ-spouse, Husband,131425, Bachelors, Private, Machine-op-inspct,0,0,50, United-States,0
20, Male, White, Never-married, Own-child,228649, HS-grad, Private, Other-service,0,0,40, United-States,0
23, Male, White, Married-civ-spouse, Husband,81281, Some-college, Private, Adm-clerical,0,0,40, United-States,0
56, Female, White, Widowed, Unmarried,274475, 9th, Private, Sales,0,0,40, United-States,0
28, Male, Black, Never-married, Not-in-family,34532, Bachelors, Private, Tech-support,0,0,30, Jamaica,0
32, Female, White, Married-civ-spouse, Wife,134886, HS-grad, Private, Adm-clerical,0,0,40, United-States,1
33, Male, White, Married-civ-spouse, Husband,422718, HS-grad, Local-gov, Other-service,0,0,40, United-States,0
61, Female, White, Widowed, Unmarried,171840, HS-grad, Self-emp-not-inc, Prof-specialty,0,0,16, United-States,0
45, Female, Black, Divorced, Unmarried,144940, Masters, Local-gov, Prof-specialty,0,0,40, United-States,0
55, Female, White, Widowed, Not-in-family,200992, Some-college, Private, Other-service,0,0,35, United-States,0
38, Female, Black, Married-civ-spouse, Wife,200904, Bachelors, State-gov, Exec-managerial,0,0,30, United-States,1
70, Male, White, Married-civ-spouse, Husband,280307, Bachelors, Private, Exec-managerial,0,0,20, Cuba,0
43, Male, White, Married-civ-spouse, Husband,48087, HS-grad, Self-emp-inc, Craft-repair,0,0,40, United-States,0
38, Male, White, Married-civ-spouse, Husband,348739, Prof-school, Private, Prof-specialty,0,0,60, United-States,0
24, Female, White, Never-married, Own-child,204172, HS-grad, Private, Handlers-cleaners,0,0,48, United-States,0
35, Male, White, Married-civ-spouse, Husband,63921, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
42, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband,245626, HS-grad, Private, Craft-repair,0,0,60, United-States,0
44, Female, White, Divorced, Not-in-family,198270, Assoc-acdm, Private, Prof-specialty,0,0,43, United-States,0
35, Female, White, Divorced, Unmarried,308945, HS-grad, Private, Tech-support,0,0,75, United-States,0
42, Female, Asian-Pac-Islander, Married-civ-spouse, Other-relative,143582, 7th-8th, Private, Other-service,0,0,48, ?,0
69, Female, Black, Separated, Unmarried,130060, HS-grad, Private, Transport-moving,2387,0,40, United-States,0
52, Male, White, Married-civ-spouse, Husband,254285, Doctorate, State-gov, Prof-specialty,0,1887,70, Germany,1
37, Male, White, Married-civ-spouse, Husband,152307, Some-college, Private, Machine-op-inspct,0,0,40, United-States,1
57, Male, White, Married-civ-spouse, Husband,172654, Prof-school, Self-emp-inc, Transport-moving,15024,0,50, United-States,1
28, Male, White, Married-civ-spouse, Husband,153869, 11th, Private, Craft-repair,0,0,40, United-States,0
23, Male, White, Divorced, Not-in-family,239322, HS-grad, Private, Sales,0,0,40, United-States,0
32, Male, Black, Never-married, Own-child,386877, Assoc-voc, Federal-gov, Tech-support,4650,0,40, United-States,0
51, Male, White, Married-civ-spouse, Husband,163052, HS-grad, Private, Protective-serv,0,0,40, United-States,1
39, Female, White, Never-married, Not-in-family,176634, Assoc-acdm, Private, Tech-support,0,0,40, United-States,0
40, Male, White, Married-civ-spouse, Husband,53835, Bachelors, Private, Sales,0,0,50, United-States,1
44, Male, White, Married-civ-spouse, Husband,106682, HS-grad, Private, Sales,0,0,60, United-States,0
34, Female, White, Never-married, Not-in-family,98995, Assoc-voc, State-gov, Prof-specialty,0,0,40, United-States,0
36, Male, Black, Married-civ-spouse, Husband,128757, Bachelors, Private, Other-service,7298,0,36, United-States,1
34, Female, Black, Never-married, Not-in-family,61431, 12th, State-gov, Adm-clerical,0,0,40, United-States,0
24, Male, White, Married-civ-spouse, Husband,275395, HS-grad, Private, Machine-op-inspct,0,0,50, United-States,0
49, Female, White, Divorced, Unmarried,166809, Bachelors, Private, Exec-managerial,0,0,40, United-States,1
39, Male, White, Married-civ-spouse, Husband,136081, HS-grad, Private, Machine-op-inspct,0,2051,40, United-States,0
58, Male, White, Married-civ-spouse, Husband,68624, HS-grad, Private, Exec-managerial,0,0,45, United-States,0
25, Male, White, Never-married, Own-child,213385, Some-college, Self-emp-not-inc, Craft-repair,0,0,80, United-States,0
57, Male, White, Married-civ-spouse, Husband,161964, HS-grad, Private, Craft-repair,0,0,55, United-States,0
47, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,95680, Some-college, Private, Exec-managerial,0,0,40, United-States,0
20, Female, White, Never-married, Own-child,105312, Some-college, Private, Sales,0,0,18, United-States,0
34, Male, White, Married-civ-spouse, Husband,379798, Masters, Private, Exec-managerial,0,0,40, United-States,1
35, Male, White, Married-civ-spouse, Husband,174597, Bachelors, Private, Craft-repair,0,0,40, United-States,0
49, Male, White, Married-civ-spouse, Husband,102110, HS-grad, Self-emp-not-inc, Tech-support,0,0,30, United-States,1
60, Male, White, Married-civ-spouse, Husband,163946, 9th, ?, ?,0,0,40, United-States,0
28, Female, White, Married-civ-spouse, Wife,137898, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
31, Male, White, Married-civ-spouse, Husband,208881, Some-college, Private, Craft-repair,0,0,40, United-States,0
28, Male, White, Never-married, Own-child,112403, Bachelors, Self-emp-not-inc, Protective-serv,0,0,40, United-States,0
23, Female, Black, Never-married, Own-child,124259, Some-college, Private, Protective-serv,0,0,40, United-States,0
37, Male, White, Never-married, Own-child,197284, Some-college, Federal-gov, Adm-clerical,0,0,40, United-States,0
48, Male, White, Married-civ-spouse, Husband,106377, Doctorate, State-gov, Prof-specialty,0,0,65, United-States,1
36, Male, Black, Never-married, Not-in-family,192443, Some-college, Federal-gov, Exec-managerial,13550,0,40, United-States,1
70, Male, White, Married-civ-spouse, Husband,143833, Some-college, Self-emp-not-inc, Exec-managerial,0,2246,40, United-States,1
26, Female, White, Never-married, Unmarried,176077, Some-college, ?, ?,0,0,40, United-States,0
17, Male, White, Never-married, Own-child,46496, 11th, Private, Other-service,0,0,5, United-States,0
51, Male, White, Married-civ-spouse, Husband,224763, 7th-8th, Private, Transport-moving,0,0,40, Cuba,0
71, Female, White, Divorced, Not-in-family,130436, 1st-4th, Self-emp-not-inc, Craft-repair,0,0,28, United-States,0
32, Male, White, Married-civ-spouse, Husband,126132, Bachelors, Private, Exec-managerial,15024,0,50, United-States,1
31, Male, Black, Separated, Not-in-family,179013, HS-grad, Private, Craft-repair,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,253006, Some-college, Private, Prof-specialty,7688,0,38, United-States,1
67, Male, White, Married-civ-spouse, Husband,107138, Some-college, Self-emp-not-inc, Sales,0,0,40, United-States,0
30, Female, Asian-Pac-Islander, Married-civ-spouse, Wife,117747, HS-grad, Private, Sales,0,1573,35, ?,0
73, Female, Asian-Pac-Islander, Divorced, Not-in-family,74040, 7th-8th, State-gov, Other-service,0,0,40, United-States,0
55, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,82098, HS-grad, Private, Exec-managerial,0,0,55, United-States,0
18, Female, White, Never-married, Own-child,126021, HS-grad, Private, Craft-repair,0,0,20, United-States,0
34, Female, White, Married-civ-spouse, Wife,162442, HS-grad, Private, Adm-clerical,0,0,20, United-States,1
33, Male, White, Married-civ-spouse, Husband,319422, Some-college, Private, Transport-moving,0,0,60, Peru,0
48, Male, White, Divorced, Not-in-family,25468, Masters, Private, Exec-managerial,99999,0,50, United-States,1
44, Female, White, Never-married, Own-child,56483, Bachelors, Private, Adm-clerical,0,0,37, United-States,0
22, Male, Black, Never-married, Own-child,57216, Some-college, Federal-gov, Adm-clerical,0,0,20, United-States,0
40, Female, White, Divorced, Unmarried,157240, Bachelors, Local-gov, Prof-specialty,0,0,70, United-States,0
25, Female, White, Married-civ-spouse, Wife,37741, Bachelors, Self-emp-not-inc, Exec-managerial,0,0,40, United-States,0
41, Male, White, Divorced, Not-in-family,121055, HS-grad, Private, Transport-moving,0,0,40, United-States,0
30, Male, White, Married-civ-spouse, Husband,116508, HS-grad, Private, Craft-repair,0,0,40, Germany,0
69, Male, White, Married-civ-spouse, Husband,182668, HS-grad, ?, ?,0,0,45, United-States,1
63, Male, White, Married-civ-spouse, Husband,168048, Prof-school, Self-emp-not-inc, Prof-specialty,0,0,30, United-States,0
34, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,69251, HS-grad, Private, Transport-moving,0,0,40, United-States,1
18, Female, White, Never-married, Own-child,165754, Some-college, Private, Other-service,0,0,30, United-States,0
17, Male, Black, Never-married, Own-child,32124, 9th, Local-gov, Other-service,0,0,9, United-States,0
48, Male, White, Married-civ-spouse, Husband,101684, HS-grad, Private, Sales,0,0,40, United-States,0
24, Male, White, Never-married, Own-child,116800, Assoc-voc, Private, Machine-op-inspct,0,0,35, United-States,0
41, Female, Asian-Pac-Islander, Married-civ-spouse, Wife,183224, Masters, Local-gov, Prof-specialty,0,0,40, Taiwan,1
78, Male, White, Married-civ-spouse, Husband,212660, 11th, Self-emp-inc, Exec-managerial,0,0,10, United-States,0
40, Male, White, Never-married, Not-in-family,53727, Masters, Private, Sales,0,0,50, United-States,1
36, Male, White, Married-civ-spouse, Husband,172538, HS-grad, Private, Craft-repair,0,0,52, United-States,1
47, Female, White, Married-civ-spouse, Wife,93208, HS-grad, Self-emp-not-inc, Other-service,0,0,75, Italy,0
33, Male, White, Married-civ-spouse, Husband,34848, Some-college, Private, Other-service,0,0,40, United-States,0
25, Male, White, Married-civ-spouse, Husband,154941, Bachelors, Private, Sales,0,0,40, United-States,1
27, Female, White, Separated, Unmarried,58654, Assoc-voc, Private, Adm-clerical,0,0,40, United-States,0
47, Male, White, Married-civ-spouse, Husband,190139, Masters, Private, Exec-managerial,0,0,40, United-States,1
48, Male, White, Divorced, Unmarried,328606, Prof-school, Self-emp-not-inc, Prof-specialty,14084,0,63, United-States,1
23, Male, White, Never-married, Not-in-family,376416, Bachelors, Private, Adm-clerical,0,0,40, United-States,0
35, Female, White, Divorced, Own-child,192251, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
44, Male, White, Married-civ-spouse, Husband,170924, Some-college, Private, Craft-repair,7298,0,40, United-States,1
46, Female, White, Married-civ-spouse, Wife,267588, Bachelors, Local-gov, Prof-specialty,0,0,70, United-States,0
47, Male, White, Married-civ-spouse, Husband,168232, HS-grad, Private, Transport-moving,0,1887,45, United-States,1
45, Female, Black, Divorced, Own-child,166181, HS-grad, Local-gov, Other-service,0,0,40, United-States,0
23, Male, White, Never-married, Not-in-family,173851, Some-college, Private, Craft-repair,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,78529, Bachelors, Private, Tech-support,0,0,60, United-States,1
31, Female, White, Married-civ-spouse, Wife,502752, Bachelors, Private, Adm-clerical,0,0,40, United-States,1
17, Female, Other, Never-married, Other-relative,220562, 9th, Private, Sales,0,0,32, Mexico,0
26, Male, White, Married-civ-spouse, Husband,114483, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
23, Male, White, Never-married, Own-child,208946, Some-college, Private, Adm-clerical,0,0,32, United-States,0
32, Male, White, Married-civ-spouse, Husband,222221, Assoc-voc, Private, Prof-specialty,7298,0,42, United-States,1
54, Male, White, Married-civ-spouse, Husband,104501, Some-college, Private, Sales,15024,0,40, United-States,1
27, Male, White, Separated, Not-in-family,113054, HS-grad, Private, Machine-op-inspct,0,0,43, United-States,0
37, Male, Black, Married-civ-spouse, Husband,186434, HS-grad, Private, Other-service,0,0,40, United-States,1
20, Male, White, Never-married, Not-in-family,318036, HS-grad, Private, Other-service,0,0,40, United-States,0
23, Male, Asian-Pac-Islander, Never-married, Not-in-family,194951, Bachelors, Private, Prof-specialty,0,0,55, Ireland,0
50, Female, White, Divorced, Not-in-family,99476, Masters, Private, Prof-specialty,0,0,35, United-States,0
45, Female, Black, Never-married, Not-in-family,368947, Bachelors, Federal-gov, Protective-serv,0,0,40, United-States,0
25, Male, White, Never-married, Own-child,109532, 12th, Private, Craft-repair,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,294907, 5th-6th, Private, Machine-op-inspct,0,0,40, Mexico,0
57, Male, White, Married-civ-spouse, Husband,84231, Some-college, Self-emp-not-inc, Other-service,0,0,48, United-States,0
58, Male, White, Married-civ-spouse, Husband,234841, HS-grad, Self-emp-not-inc, Farming-fishing,0,0,72, United-States,0
43, Male, White, Married-civ-spouse, Husband,200355, HS-grad, Private, Transport-moving,0,0,70, United-States,1
25, Female, White, Never-married, Not-in-family,281627, Masters, Private, Prof-specialty,0,0,40, United-States,0
27, Male, White, Never-married, Own-child,302422, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
25, Female, White, Never-married, Not-in-family,254746, Assoc-voc, Private, Adm-clerical,0,0,40, United-States,0
55, Male, White, Married-civ-spouse, Husband,157639, Some-college, State-gov, Protective-serv,0,0,40, United-States,1
57, Male, White, Married-civ-spouse, Husband,94429, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,38294, HS-grad, Private, Craft-repair,0,0,40, United-States,0
37, Female, White, Divorced, Unmarried,155064, Assoc-voc, Private, Prof-specialty,0,0,40, United-States,0
23, Male, Black, Never-married, Own-child,263899, HS-grad, ?, ?,0,0,12, England,0
36, Male, White, Divorced, Not-in-family,166549, Bachelors, Private, Adm-clerical,0,0,55, United-States,1
33, Male, White, Never-married, Not-in-family,188467, HS-grad, Private, Farming-fishing,0,0,40, United-States,0
24, Female, White, Married-spouse-absent, Own-child,99386, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
31, Male, Amer-Indian-Eskimo, Never-married, Own-child,25955, 9th, Private, Craft-repair,0,0,35, United-States,0
42, Male, White, Divorced, Not-in-family,176716, Masters, Local-gov, Prof-specialty,0,0,40, United-States,0
39, Female, White, Never-married, Own-child,192251, HS-grad, Private, Adm-clerical,0,0,40, United-States,1
34, Male, White, Married-civ-spouse, Husband,178951, HS-grad, Private, Sales,0,0,45, United-States,0
50, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,156623, Prof-school, Self-emp-inc, Prof-specialty,7688,0,50, Philippines,1
41, Male, White, Divorced, Not-in-family,53956, Bachelors, Private, Sales,0,1980,56, United-States,0
31, Female, Asian-Pac-Islander, Married-civ-spouse, Wife,83748, Some-college, Self-emp-inc, Exec-managerial,0,0,70, South,0
30, Male, White, Married-civ-spouse, Husband,218551, Assoc-voc, Private, Sales,0,0,45, United-States,1
41, Female, White, Married-civ-spouse, Wife,186909, Masters, Self-emp-not-inc, Sales,0,1902,35, United-States,1
66, Female, Black, Widowed, Not-in-family,362165, Bachelors, Local-gov, Prof-specialty,0,2206,25, United-States,0
28, Female, Amer-Indian-Eskimo, Never-married, Unmarried,25864, HS-grad, Local-gov, Exec-managerial,0,0,35, United-States,0
20, Female, White, Never-married, Other-relative,168187, Some-college, Private, Other-service,4416,0,25, United-States,0
19, Female, White, Never-married, Not-in-family,182590, 10th, ?, ?,0,0,38, United-States,0
32, Male, White, Never-married, Own-child,226975, Some-college, Private, Sales,0,1876,60, United-States,0
62, Male, White, Married-civ-spouse, Husband,197286, 12th, Private, Farming-fishing,0,0,48, Germany,0
44, Male, White, Married-civ-spouse, Husband,48087, Bachelors, Private, Exec-managerial,0,0,40, United-States,1
