age,sex,race,marital_status,relationship_label,relationship,functional_weight,education,education_num,workclass,occupation,capital_gain,capital_loss,hours_per_week,native_country,country_name,target
30, Male, White, Never-married,1, Not-in-family,111883, Some-college,10, State-gov, Prof-specialty,0,0,40,39, United-States,0
19, Male, White, Never-married,3, Own-child,269991, HS-grad,9, Private, Other-service,0,0,40,33, Puerto-Rico,0
63, Male, White, Married-civ-spouse,0, Husband,54851, HS-grad,9, ?, ?,0,0,40,39, United-States,0
19, Male, White, Never-married,3, Own-child,169758, Some-college,10, Private, Sales,0,0,35,39, United-States,0
17, Male, White, Never-married,3, Own-child,60116, 10th,6, Self-emp-not-inc, Adm-clerical,0,0,10,39, United-States,0
29, Male, White, Married-civ-spouse,0, Husband,224215, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,1
51, Female, White, Divorced,1, Not-in-family,100653, HS-grad,9, Federal-gov, Adm-clerical,0,0,8,39, United-States,0
64, Male, White, Married-civ-spouse,0, Husband,49194, 11th,7, ?, ?,0,0,30,39, United-States,0
61, Male, White, Married-civ-spouse,0, Husband,197286, 9th,5, Private, Craft-repair,0,0,40,39, United-States,0
22, Male, White, Married-civ-spouse,0, Husband,374313, HS-grad,9, Private, Transport-moving,0,0,50,39, United-States,1
43, Female, White, Divorced,1, Not-in-family,337469, Some-college,10, Local-gov, Adm-clerical,594,0,20,26, Mexico,0
42, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,306982, Bachelors,13, Private, Adm-clerical,0,0,40,30, Philippines,1
50, Male, White, Married-civ-spouse,0, Husband,167065, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,1
32, Female, Black, Married-spouse-absent,1, Not-in-family,143604, 10th,6, Private, Other-service,0,0,37,39, United-States,0
50, Male, White, Never-married,1, Not-in-family,110748, Some-college,10, Private, Prof-specialty,0,0,40,39, United-States,0
69, Female, White, Separated,1, Not-in-family,174474, 10th,6, Private, Machine-op-inspct,0,0,28,29, Peru,0
23, Male, White, Never-married,1, Not-in-family,190709, Assoc-acdm,12, Local-gov, Protective-serv,0,0,52,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,216256, HS-grad,9, ?, ?,3464,0,30,39, United-States,0
54, Male, Black, Married-civ-spouse,0, Husband,196328, Bachelors,13, Self-emp-inc, Sales,0,0,40,23, Jamaica,0
52, Male, White, Married-civ-spouse,0, Husband,246197, HS-grad,9, Local-gov, Craft-repair,0,0,40,39, United-States,0
32, Male, White, Never-married,1, Not-in-family,53135, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
59, Male, White, Married-civ-spouse,0, Husband,176647, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,1
53, Female, White, Separated,4, Unmarried,122109, HS-grad,9, Private, Adm-clerical,0,1876,38,39, United-States,0
44, Male, White, Separated,1, Not-in-family,150533, Some-college,10, Private, Craft-repair,0,1876,55,39, United-States,0
47, Male, White, Never-married,1, Not-in-family,341762, HS-grad,9, Private, Adm-clerical,0,0,33,39, United-States,0
20, Female, White, Never-married,3, Own-child,200153, HS-grad,9, Private, Other-service,0,0,38,39, United-States,0
52, Male, Black, Never-married,2, Other-relative,271749, 12th,8, ?, ?,594,0,40,39, United-States,0
32, Male, White, Married-civ-spouse,0, Husband,39369, Bachelors,13, Self-emp-not-inc, Craft-repair,0,0,40,39, United-States,0
49, Male, White, Never-married,1, Not-in-family,265295, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,384236, Masters,14, Private, Prof-specialty,7688,0,40,39, United-States,1
26, Female, White, Never-married,2, Other-relative,192022, Bachelors,13, Private, Other-service,0,0,40,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,177989, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
23, Female, White, Never-married,1, Not-in-family,580248, HS-grad,9, Private, Tech-support,0,0,40,39, United-States,0
40, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,191342, Bachelors,13, Private, Exec-managerial,0,0,40,3, China,1
38, Female, White, Married-civ-spouse,5, Wife,423616, Assoc-voc,11, Private, Tech-support,0,0,36,39, United-States,1
45, Male, Black, Married-civ-spouse,0, Husband,99355, HS-grad,9, Private, Protective-serv,0,0,40,39, United-States,1
55, Male, White, Married-civ-spouse,0, Husband,200497, Masters,14, State-gov, Exec-managerial,0,0,45,39, United-States,1
37, Male, White, Married-civ-spouse,0, Husband,150057, HS-grad,9, Private, Craft-repair,0,0,52,39, United-States,1
37, Female, White, Divorced,4, Unmarried,349689, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
40, Male, White, Never-married,1, Not-in-family,234633, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
23, Male, White, Never-married,1, Not-in-family,348420, Bachelors,13, Private, Tech-support,0,0,40,39, United-States,0
26, Male, White, Never-married,3, Own-child,105787, HS-grad,9, Private, Craft-repair,0,0,36,39, United-States,0
31, Male, White, Separated,1, Not-in-family,242984, Some-college,10, Private, Handlers-cleaners,0,0,40,39, United-States,0
43, Female, White, Divorced,4, Unmarried,160674, HS-grad,9, Private, Exec-managerial,0,0,40,39, United-States,0
33, Male, White, Married-civ-spouse,0, Husband,117963, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,1
22, Male, White, Married-civ-spouse,0, Husband,189888, HS-grad,9, Private, Sales,0,0,45,39, United-States,0
56, Male, White, Married-civ-spouse,0, Husband,656036, HS-grad,9, ?, ?,0,0,25,39, United-States,0
61, Male, Asian-Pac-Islander, Married-spouse-absent,1, Not-in-family,98350, Preschool,1, Private, Other-service,0,0,40,3, China,0
60, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,141221, Bachelors,13, ?, ?,0,2163,25,35, South,0
46, Male, White, Married-civ-spouse,0, Husband,163229, 7th-8th,4, Private, Transport-moving,0,0,40,39, United-States,0
17, Female, White, Never-married,3, Own-child,39815, 10th,6, Local-gov, Other-service,0,0,25,39, United-States,0
33, Male, White, Never-married,3, Own-child,117963, Bachelors,13, Federal-gov, Adm-clerical,0,0,38,39, United-States,0
33, Male, White, Married-civ-spouse,0, Husband,122672, HS-grad,9, Private, Farming-fishing,0,0,50,39, United-States,0
24, Female, Black, Divorced,4, Unmarried,249101, HS-grad,9, Local-gov, Protective-serv,0,0,40,39, United-States,0
30, Female, White, Separated,4, Unmarried,130369, Assoc-voc,11, Private, Prof-specialty,0,0,40,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,108837, Some-college,10, Private, Handlers-cleaners,0,0,40,39, United-States,1
22, Male, Asian-Pac-Islander, Never-married,1, Not-in-family,129934, Some-college,10, Private, Adm-clerical,0,0,40,0, ?,0
22, Female, White, Never-married,4, Unmarried,168187, Some-college,10, Private, Other-service,0,0,50,39, United-States,0
30, Male, White, Never-married,1, Not-in-family,381153, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
24, Male, White, Never-married,1, Not-in-family,373718, Some-college,10, Private, Farming-fishing,0,0,20,39, United-States,0
21, Male, White, Never-married,1, Not-in-family,189888, HS-grad,9, Private, Handlers-cleaners,3325,0,60,39, United-States,0
37, Female, Black, Married-spouse-absent,4, Unmarried,269300, Some-college,10, Local-gov, Adm-clerical,0,0,27,39, United-States,0
35, Male, White, Never-married,1, Not-in-family,30529, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
55, Male, White, Married-civ-spouse,0, Husband,134120, 10th,6, Private, Craft-repair,99999,0,40,39, United-States,1
68, Male, White, Married-civ-spouse,0, Husband,197015, HS-grad,9, Self-emp-not-inc, Farming-fishing,0,0,45,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,54953, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,237630, HS-grad,9, Private, Tech-support,7298,0,50,39, United-States,1
20, Female, Asian-Pac-Islander, Never-married,3, Own-child,144685, Some-college,10, ?, ?,0,1602,40,36, Taiwan,0
19, Male, White, Never-married,3, Own-child,237848, Some-college,10, Private, Other-service,0,0,3,39, United-States,0
28, Female, White, Divorced,1, Not-in-family,250135, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,278576, HS-grad,9, Private, Transport-moving,0,0,50,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,311350, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,1
54, Male, White, Married-civ-spouse,0, Husband,99185, Doctorate,16, Private, Prof-specialty,15024,0,45,39, United-States,1
46, Female, White, Divorced,4, Unmarried,106705, Some-college,10, State-gov, Prof-specialty,1506,0,50,39, United-States,0
28, Female, Asian-Pac-Islander, Married-spouse-absent,1, Not-in-family,70240, HS-grad,9, Private, Other-service,0,0,40,30, Philippines,0
35, Female, Black, Never-married,1, Not-in-family,216129, 12th,8, Self-emp-not-inc, Other-service,0,0,40,38, Trinadad&Tobago,0
18, Female, White, Never-married,3, Own-child,98667, 11th,7, Private, Other-service,0,0,16,39, United-States,0
20, Male, White, Never-married,1, Not-in-family,146879, HS-grad,9, Private, Other-service,0,2001,40,39, United-States,0
41, Female, White, Widowed,1, Not-in-family,29115, Some-college,10, ?, ?,0,0,20,39, United-States,0
64, Male, White, Divorced,1, Not-in-family,218490, Bachelors,13, Private, Exec-managerial,27828,0,55,39, United-States,1
31, Female, White, Never-married,1, Not-in-family,96480, HS-grad,9, Private, Adm-clerical,0,0,50,39, United-States,0
36, Female, Black, Divorced,1, Not-in-family,205607, Bachelors,13, Self-emp-not-inc, Prof-specialty,0,0,40,39, United-States,1
51, Male, White, Married-civ-spouse,0, Husband,140516, Masters,14, Federal-gov, Prof-specialty,0,0,40,39, United-States,1
48, Male, White, Divorced,4, Unmarried,425199, Some-college,10, Private, Sales,0,0,45,39, United-States,0
23, Male, White, Married-civ-spouse,0, Husband,162945, HS-grad,9, Private, Sales,0,2377,40,39, United-States,0
39, Female, Black, Never-married,1, Not-in-family,183620, Some-college,10, Local-gov, Protective-serv,0,0,40,39, United-States,1
59, Male, White, Married-civ-spouse,0, Husband,168569, HS-grad,9, Private, Machine-op-inspct,0,1887,40,39, United-States,1
40, Male, Black, Married-civ-spouse,0, Husband,377322, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,1
43, Female, White, Married-civ-spouse,5, Wife,153160, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,181970, HS-grad,9, Federal-gov, Adm-clerical,0,1672,40,39, United-States,0
58, Male, White, Divorced,1, Not-in-family,316849, Some-college,10, Private, Other-service,0,0,40,39, United-States,0
55, Male, White, Never-married,3, Own-child,98361, HS-grad,9, Self-emp-not-inc, Craft-repair,0,0,35,39, United-States,0
52, Female, White, Married-spouse-absent,1, Not-in-family,204584, Bachelors,13, Private, Exec-managerial,0,0,42,39, United-States,0
21, Female, Black, Never-married,4, Unmarried,206354, HS-grad,9, Private, Other-service,0,0,35,39, United-States,0
22, Female, Black, Widowed,3, Own-child,311764, 11th,7, Private, Sales,0,0,35,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,183898, Assoc-voc,11, Private, Exec-managerial,7298,0,50,39, United-States,1
70, Male, White, Married-civ-spouse,0, Husband,303588, Some-college,10, Self-emp-not-inc, Tech-support,0,0,20,39, United-States,0
41, Male, White, Divorced,1, Not-in-family,36699, Some-college,10, Private, Exec-managerial,4650,0,40,39, United-States,0
21, Female, White, Never-married,1, Not-in-family,149637, Some-college,10, Private, Other-service,0,0,40,39, United-States,0
37, Male, White, Separated,3, Own-child,203070, Some-college,10, Private, Adm-clerical,0,0,62,39, United-States,0
23, Male, White, Never-married,4, Unmarried,179413, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
17, Male, White, Never-married,3, Own-child,61838, 10th,6, Self-emp-inc, Craft-repair,0,0,40,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,330174, Prof-school,15, Federal-gov, Prof-specialty,7688,0,40,39, United-States,1
46, Male, White, Divorced,1, Not-in-family,174209, HS-grad,9, Private, Exec-managerial,0,0,45,39, United-States,0
29, Female, White, Married-spouse-absent,1, Not-in-family,128509, HS-grad,9, Private, Machine-op-inspct,0,0,38,8, El-Salvador,0
83, Female, White, Widowed,1, Not-in-family,251951, HS-grad,9, ?, ?,0,0,20,39, United-States,0
44, Female, White, Widowed,4, Unmarried,38434, Bachelors,13, Federal-gov, Exec-managerial,0,0,40,39, United-States,1
26, Female, White, Married-civ-spouse,5, Wife,370727, Bachelors,13, ?, ?,0,1977,40,39, United-States,1
32, Female, White, Married-civ-spouse,5, Wife,198452, HS-grad,9, Private, Farming-fishing,0,0,40,39, United-States,0
24, Male, White, Never-married,3, Own-child,112706, Assoc-voc,11, Private, Tech-support,0,0,40,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,30916, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
27, Female, White, Never-married,1, Not-in-family,46868, Bachelors,13, Private, Tech-support,0,0,15,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,27661, Bachelors,13, Self-emp-not-inc, Sales,0,0,45,39, United-States,0
21, Female, White, Never-married,3, Own-child,124242, Assoc-acdm,12, Private, Other-service,0,0,40,39, United-States,0
38, Male, White, Married-civ-spouse,0, Husband,109133, Masters,14, Self-emp-not-inc, Exec-managerial,0,0,70,39, United-States,1
25, Male, White, Never-married,3, Own-child,210278, Bachelors,13, Self-emp-not-inc, Prof-specialty,0,0,30,39, United-States,0
40, Female, White, Married-civ-spouse,5, Wife,349405, Assoc-voc,11, Private, Prof-specialty,0,0,36,39, United-States,0
19, Female, White, Never-married,3, Own-child,47713, Some-college,10, ?, ?,0,0,40,39, United-States,0
28, Male, White, Married-civ-spouse,0, Husband,119793, HS-grad,9, Private, Craft-repair,0,0,40,32, Portugal,0
70, Male, White, Married-civ-spouse,0, Husband,293076, Some-college,10, ?, ?,0,0,30,39, United-States,0
71, Male, White, Married-civ-spouse,0, Husband,210673, HS-grad,9, State-gov, Protective-serv,0,0,28,39, United-States,0
36, Female, White, Never-married,2, Other-relative,544686, HS-grad,9, Private, Adm-clerical,2907,0,40,27, Nicaragua,0
24, Female, White, Never-married,1, Not-in-family,182163, 11th,7, Private, Adm-clerical,0,0,40,11, Germany,0
67, Male, White, Divorced,1, Not-in-family,268514, Bachelors,13, Self-emp-not-inc, Prof-specialty,0,0,40,39, United-States,0
35, Female, White, Divorced,4, Unmarried,194690, 7th-8th,4, Private, Tech-support,0,0,40,39, United-States,0
24, Female, White, Never-married,3, Own-child,29810, Some-college,10, Private, Prof-specialty,0,0,40,39, United-States,0
39, Female, White, Never-married,1, Not-in-family,209867, Some-college,10, Private, Adm-clerical,13550,0,45,39, United-States,1
23, Male, White, Never-married,1, Not-in-family,215395, Assoc-voc,11, Self-emp-inc, Craft-repair,0,0,50,39, United-States,0
36, Female, White, Divorced,1, Not-in-family,49837, Some-college,10, Private, Prof-specialty,0,0,40,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,198223, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,0
49, Female, Black, Separated,4, Unmarried,213431, HS-grad,9, Private, Prof-specialty,0,0,40,39, United-States,0
36, Female, Asian-Pac-Islander, Divorced,3, Own-child,205555, Prof-school,15, State-gov, Prof-specialty,0,0,40,30, Philippines,0
22, Male, White, Never-married,3, Own-child,137876, Some-college,10, ?, ?,0,0,40,39, United-States,0
70, Male, White, Married-civ-spouse,0, Husband,188260, HS-grad,9, Self-emp-inc, Exec-managerial,0,0,16,39, United-States,0
55, Male, White, Married-civ-spouse,0, Husband,125000, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,1
40, Male, White, Married-civ-spouse,0, Husband,121012, Bachelors,13, Federal-gov, Adm-clerical,7298,0,48,39, United-States,1
18, Male, Black, Never-married,3, Own-child,120691, Some-college,10, Private, Other-service,0,0,35,0, ?,0
38, Male, White, Never-married,1, Not-in-family,172755, HS-grad,9, Private, Prof-specialty,0,0,40,39, United-States,0
20, Male, White, Never-married,2, Other-relative,203003, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,301802, Bachelors,13, Private, Transport-moving,0,0,50,39, United-States,1
51, Male, White, Married-civ-spouse,0, Husband,102615, Masters,14, Private, Protective-serv,0,1977,40,39, United-States,1
32, Male, White, Married-civ-spouse,0, Husband,199416, Bachelors,13, Private, Prof-specialty,0,0,40,39, United-States,0
17, Female, White, Never-married,3, Own-child,114798, 11th,7, ?, ?,0,0,18,39, United-States,0
39, Male, White, Divorced,1, Not-in-family,215150, 9th,5, Private, Handlers-cleaners,0,0,50,39, United-States,0
23, Male, White, Never-married,1, Not-in-family,214542, Some-college,10, Self-emp-inc, Prof-specialty,0,0,50,39, United-States,0
27, Female, Asian-Pac-Islander, Never-married,1, Not-in-family,74883, Bachelors,13, Private, Tech-support,0,0,40,30, Philippines,0
22, Female, White, Never-married,2, Other-relative,349368, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
37, Male, White, Married-civ-spouse,0, Husband,412296, HS-grad,9, Private, Craft-repair,0,0,35,26, Mexico,1
43, Female, White, Separated,4, Unmarried,187861, HS-grad,9, Private, Transport-moving,0,0,44,39, United-States,0
54, Male, White, Married-civ-spouse,0, Husband,108435, HS-grad,9, Private, Adm-clerical,0,0,20,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,136419, Assoc-acdm,12, Private, Tech-support,0,0,75,39, United-States,1
38, Male, White, Married-civ-spouse,0, Husband,179668, HS-grad,9, Private, Protective-serv,0,0,40,34, Scotland,0
28, Male, White, Married-civ-spouse,0, Husband,328949, Prof-school,15, Private, Prof-specialty,0,0,60,39, United-States,0
24, Male, White, Never-married,1, Not-in-family,321763, HS-grad,9, Private, Exec-managerial,0,0,38,39, United-States,0
33, Female, White, Married-civ-spouse,5, Wife,35378, Bachelors,13, Private, Sales,0,0,45,39, United-States,1
31, Male, White, Married-civ-spouse,0, Husband,59083, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
20, Male, White, Never-married,3, Own-child,140001, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
33, Male, White, Divorced,4, Unmarried,99309, Some-college,10, Private, Craft-repair,0,0,50,39, United-States,0
45, Female, White, Married-civ-spouse,5, Wife,178215, 9th,5, Private, Machine-op-inspct,0,0,40,39, United-States,1
62, Female, White, Widowed,1, Not-in-family,150693, HS-grad,9, Private, Adm-clerical,0,0,42,39, United-States,0
44, Male, Amer-Indian-Eskimo, Married-civ-spouse,0, Husband,98989, Bachelors,13, State-gov, Prof-specialty,0,0,38,39, United-States,1
45, Male, White, Married-civ-spouse,0, Husband,174533, Some-college,10, Private, Transport-moving,7298,0,50,39, United-States,1
41, Male, White, Married-civ-spouse,0, Husband,375574, Some-college,10, Self-emp-not-inc, Sales,0,0,60,26, Mexico,1
25, Female, White, Never-married,1, Not-in-family,248313, Assoc-voc,11, Private, Adm-clerical,0,0,40,39, United-States,0
27, Female, White, Never-married,4, Unmarried,89598, Some-college,10, Private, Adm-clerical,0,0,60,39, United-States,0
76, Female, White, Widowed,1, Not-in-family,329355, HS-grad,9, Local-gov, Other-service,0,0,13,39, United-States,0
64, Female, White, Widowed,1, Not-in-family,277657, HS-grad,9, State-gov, Adm-clerical,0,0,24,39, United-States,0
30, Male, White, Married-civ-spouse,0, Husband,229772, 10th,6, Private, Craft-repair,0,0,40,39, United-States,0
76, Male, White, Married-civ-spouse,0, Husband,199949, Bachelors,13, Private, Adm-clerical,20051,0,50,39, United-States,1
30, Female, Black, Never-married,1, Not-in-family,355789, HS-grad,9, Federal-gov, Adm-clerical,0,0,50,39, United-States,0
25, Female, White, Married-civ-spouse,5, Wife,57635, Assoc-voc,11, Private, Sales,0,0,42,39, United-States,1
27, Female, Black, Divorced,4, Unmarried,212506, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
63, Male, White, Married-civ-spouse,0, Husband,83043, Bachelors,13, ?, ?,0,2179,45,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,60269, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,0,60,39, United-States,0
44, Female, Black, Divorced,3, Own-child,195545, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
59, Female, White, Divorced,4, Unmarried,96840, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
33, Female, White, Married-civ-spouse,5, Wife,262439, HS-grad,9, Private, Adm-clerical,0,0,35,39, United-States,1
33, Female, White, Divorced,1, Not-in-family,184784, 10th,6, Private, Machine-op-inspct,0,0,40,39, United-States,0
66, Female, White, Divorced,1, Not-in-family,174788, Some-college,10, Private, Adm-clerical,0,0,20,39, United-States,0
55, Male, Asian-Pac-Islander, Widowed,3, Own-child,56645, Bachelors,13, Private, Farming-fishing,0,0,40,39, United-States,0
33, Female, Black, Separated,3, Own-child,213308, Assoc-voc,11, Private, Adm-clerical,0,0,50,39, United-States,0
54, Male, White, Married-civ-spouse,0, Husband,173050, Masters,14, Local-gov, Prof-specialty,7688,0,40,39, United-States,1
18, Male, White, Never-married,3, Own-child,346382, 11th,7, ?, ?,0,0,15,39, United-States,0
60, Male, White, Married-civ-spouse,0, Husband,181953, HS-grad,9, Private, Transport-moving,0,0,28,39, United-States,0
47, Female, White, Divorced,4, Unmarried,171807, HS-grad,9, Private, Sales,0,0,45,39, United-States,0
36, Female, White, Divorced,4, Unmarried,370156, HS-grad,9, Private, Adm-clerical,0,0,38,39, United-States,0
31, Female, White, Never-married,1, Not-in-family,87560, Some-college,10, Private, Machine-op-inspct,0,0,50,39, United-States,0
26, Female, White, Never-married,3, Own-child,292303, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
66, Male, White, Married-civ-spouse,0, Husband,140456, Bachelors,13, Self-emp-not-inc, Sales,0,0,40,39, United-States,1
22, Male, White, Never-married,1, Not-in-family,174043, HS-grad,9, Private, Craft-repair,0,0,50,39, United-States,0
38, Male, White, Married-civ-spouse,0, Husband,121135, HS-grad,9, ?, ?,0,0,40,39, United-States,0
30, Male, Black, Never-married,1, Not-in-family,633742, Some-college,10, Private, Craft-repair,0,0,45,39, United-States,0
21, Male, White, Never-married,1, Not-in-family,322931, Some-college,10, Private, Craft-repair,0,0,55,39, United-States,0
43, Female, White, Divorced,1, Not-in-family,341204, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
42, Female, White, Married-civ-spouse,5, Wife,333530, Some-college,10, State-gov, Exec-managerial,0,0,40,39, United-States,1
22, Male, White, Never-married,1, Not-in-family,123440, Some-college,10, Self-emp-not-inc, Craft-repair,0,0,48,39, United-States,0
60, Male, White, Married-civ-spouse,0, Husband,129379, Some-college,10, Federal-gov, Tech-support,0,0,40,39, United-States,0
41, Male, Other, Married-civ-spouse,0, Husband,289886, 5th-6th,3, Private, Other-service,0,1579,40,27, Nicaragua,0
38, Male, White, Married-civ-spouse,0, Husband,172571, Bachelors,13, Private, Exec-managerial,0,1848,54,39, United-States,1
36, Female, White, Separated,4, Unmarried,27053, HS-grad,9, Self-emp-not-inc, Other-service,0,0,40,39, United-States,0
20, Male, White, Never-married,3, Own-child,105585, Some-college,10, Private, Sales,0,0,25,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,168337, HS-grad,9, Private, Machine-op-inspct,0,0,48,39, United-States,1
40, Female, White, Divorced,1, Not-in-family,343068, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,0
37, Female, Black, Married-spouse-absent,4, Unmarried,286146, HS-grad,9, Self-emp-not-inc, Other-service,0,0,40,39, United-States,0
22, Male, White, Never-married,3, Own-child,205939, Bachelors,13, Private, Exec-managerial,2202,0,4,39, United-States,0
17, Male, White, Never-married,3, Own-child,566049, 10th,6, Private, Other-service,0,0,8,39, United-States,0
17, Male, White, Married-civ-spouse,0, Husband,221129, 9th,5, Private, Other-service,0,0,40,39, United-States,0
49, Male, White, Married-civ-spouse,0, Husband,149337, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,1
25, Male, White, Never-married,1, Not-in-family,165622, Masters,14, Private, Sales,0,0,55,39, United-States,0
49, Male, White, Married-civ-spouse,0, Husband,170871, Masters,14, Private, Exec-managerial,0,0,45,39, United-States,1
19, Female, White, Never-married,2, Other-relative,140399, Some-college,10, ?, ?,0,0,30,39, United-States,0
60, Male, White, Married-civ-spouse,0, Husband,117509, 9th,5, Private, Craft-repair,0,0,40,39, United-States,0
50, Male, White, Never-married,1, Not-in-family,180522, Some-college,10, Private, Handlers-cleaners,0,0,38,39, United-States,0
23, Male, White, Never-married,3, Own-child,482082, 12th,8, Private, Machine-op-inspct,0,0,21,26, Mexico,0
31, Female, White, Widowed,4, Unmarried,73796, Some-college,10, Private, Exec-managerial,0,0,30,39, United-States,0
30, Male, White, Married-civ-spouse,0, Husband,324120, HS-grad,9, Private, Handlers-cleaners,0,0,50,39, United-States,0
44, Male, Black, Married-civ-spouse,0, Husband,223194, HS-grad,9, Private, Craft-repair,0,1485,40,14, Haiti,0
26, Male, White, Married-civ-spouse,0, Husband,86872, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,1
39, Male, White, Never-married,3, Own-child,230467, Bachelors,13, Private, Sales,0,1092,40,11, Germany,0
65, Female, Black, Widowed,4, Unmarried,109351, 9th,5, Private, Priv-house-serv,0,0,24,39, United-States,0
19, Male, White, Never-married,3, Own-child,170720, HS-grad,9, Private, Sales,0,0,20,39, United-States,0
25, Male, White, Married-civ-spouse,0, Husband,267426, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,102096, Bachelors,13, Private, Exec-managerial,0,0,40,0, ?,1
23, Male, White, Never-married,3, Own-child,164574, Assoc-acdm,12, ?, ?,0,0,40,39, United-States,0
22, Male, Asian-Pac-Islander, Never-married,3, Own-child,243190, Some-college,10, ?, ?,0,0,40,3, China,0
38, Male, White, Divorced,4, Unmarried,53628, Assoc-voc,11, Self-emp-not-inc, Exec-managerial,0,0,35,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,55854, Bachelors,13, Private, Prof-specialty,0,0,56,39, United-States,1
24, Male, White, Never-married,1, Not-in-family,324637, Some-college,10, State-gov, Other-service,0,0,40,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,228238, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,1
44, Female, White, Divorced,4, Unmarried,346594, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,401118, HS-grad,9, Self-emp-not-inc, Craft-repair,99999,0,50,39, United-States,1
39, Male, White, Separated,1, Not-in-family,1455435, Assoc-acdm,12, Private, Craft-repair,0,0,40,39, United-States,0
44, Male, White, Married-civ-spouse,0, Husband,89172, Bachelors,13, Private, Craft-repair,0,0,50,39, United-States,1
20, Male, White, Never-married,3, Own-child,308924, Some-college,10, ?, ?,0,0,25,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,214169, HS-grad,9, Self-emp-inc, Farming-fishing,15024,0,40,39, United-States,1
44, Male, Black, Married-civ-spouse,0, Husband,124563, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
56, Female, White, Separated,1, Not-in-family,83696, Bachelors,13, State-gov, Prof-specialty,0,0,38,0, ?,0
57, Female, White, Widowed,4, Unmarried,222216, Assoc-voc,11, ?, ?,0,0,38,39, United-States,0
26, Female, White, Married-civ-spouse,5, Wife,373553, Some-college,10, Private, Adm-clerical,0,0,42,39, United-States,0
31, Male, White, Married-civ-spouse,0, Husband,113838, Bachelors,13, Private, Prof-specialty,0,0,50,39, United-States,0
